Symptom1,Symptom2,Remedies_S1,Remedies_S2,Shared_Remedies,P_B_given_A,P_A_given_B
arthritic stinging with stiffness of wrist joints,constant pain in small of back,1,1,1,1.0,1.0
arthritic stinging with stiffness of wrist joints,aching pain worse on touch,1,1,1,1.0,1.0
arthritic stinging with stiffness of wrist joints,aching pain in right radius,1,1,1,1.0,1.0
arthritic stinging with stiffness of wrist joints,rheumatism of metatarso-phalangeal joint of great toe,1,1,1,1.0,1.0
arthritic stinging with stiffness of wrist joints,arthritic stinging with swelling of wrist joints,1,1,1,1.0,1.0
arthritic stinging with stiffness of wrist joints,leucorrhea copious,1,1,1,1.0,1.0
arthritic stinging with stiffness of wrist joints,leucorrhea causing itching,1,1,1,1.0,1.0
sore neck painful to touch,coldness of feet,1,1,1,1.0,1.0
sore neck painful to touch,drawing pain in left hip joint,1,1,1,1.0,1.0
sore neck painful to touch,great sadness,1,1,1,1.0,1.0
sore neck painful to touch,vexation with self,1,1,1,1.0,1.0
sore neck painful to touch,cold sweat on arms,1,1,1,1.0,1.0
sore neck painful to touch,bruised pain down back,1,1,1,1.0,1.0
sore neck painful to touch,fear of death,1,1,1,1.0,1.0
sore neck painful to touch,intermittent pulse,1,1,1,1.0,1.0
sore neck painful to touch,digging pain down left back,1,1,1,1.0,1.0
sore neck painful to touch,confused ideas,1,1,1,1.0,1.0
sore neck painful to touch,intolerable pain,1,1,1,1.0,1.0
sore neck painful to touch,little difficulties insurmountable,1,1,1,1.0,1.0
sore neck painful to touch,tired limbs during repose,1,1,1,1.0,1.0
sore neck painful to touch,great anxiety,1,1,1,1.0,1.0
sore neck painful to touch,ophthalmia from cold dry winds,1,1,1,1.0,1.0
sore neck painful to touch,head insecurity due to lack of muscle control worse toward night,1,1,1,1.0,1.0
sore neck painful to touch,cold sweat on soles,1,1,1,1.0,1.0
sore neck painful to touch,bruised pain in last lumbar vertebra,1,1,1,1.0,1.0
sore neck painful to touch,dull pain in back muscles,1,1,1,1.0,1.0
sore neck painful to touch,death-like oppression about heart,1,1,1,1.0,1.0
sore neck painful to touch,noise aggravates,1,1,1,1.0,1.0
sore neck painful to touch,heavy pain in neck muscles,1,1,1,1.0,1.0
sore neck painful to touch,effective early before disease localization,1,1,1,1.0,1.0
sore neck painful to touch,paralytic drawing in feet,1,1,1,1.0,1.0
sore neck painful to touch,knife-like pain in knee joints,1,1,1,1.0,1.0
sore neck painful to touch,numbness of whole limb after sitting,1,1,1,1.0,1.0
sore neck painful to touch,tearing pain from shoulder to forearm,1,1,1,1.0,1.0
sore neck painful to touch,tingling with shooting pains,1,1,1,1.0,1.0
sore neck painful to touch,sleeplessness from knee pain must sit up,1,1,1,1.0,1.0
sore neck painful to touch,stiffness worse on motion,1,1,1,1.0,1.0
sore neck painful to touch,bad effects of cold dry winds,1,1,1,1.0,1.0
sore neck painful to touch,dreadful apprehension,1,1,1,1.0,1.0
sore neck painful to touch,deep red vessels,1,1,1,1.0,1.0
sore neck painful to touch,tearing pain in wrists,1,1,1,1.0,1.0
sore neck painful to touch,lameness of affected parts,1,1,1,1.0,1.0
sore neck painful to touch,constriction about precordia,1,1,1,1.0,1.0
stiffness in muscles of neck and throat,pain disappears on touching it,1,1,1,1.0,1.0
stiffness in muscles of neck and throat,cramp-like pain in muscles of left forearm extending to palm of hand,1,1,1,1.0,1.0
stiffness in muscles of neck and throat,muscular twitches in right upper arm,1,1,1,1.0,1.0
stiffness in muscles of neck and throat,cramp-like pain in muscles of right leg,1,1,1,1.0,1.0
stiffness in muscles of neck and throat,spasmodic stiffness of arms and fingers,1,1,1,1.0,1.0
toothache one-sided,restlessness of feet at night,1,1,1,1.0,1.0
toothache one-sided,paralytic pain from elbows to fingers,1,1,1,1.0,1.0
toothache one-sided,fine sensitive pressure in articular ligaments,1,1,1,1.0,1.0
toothache one-sided,drawing tearing from knee to ankle,1,1,1,1.0,1.0
toothache one-sided,crawling in calves,1,1,1,1.0,1.0
toothache one-sided,lassitude in limbs,1,1,1,1.0,1.0
toothache one-sided,hip pain after sitting in evening,1,1,1,1.0,1.0
toothache one-sided,numbness at night,1,1,1,1.0,1.0
toothache one-sided,back pains worse at night,1,1,1,1.0,1.0
toothache one-sided,fine sensitive pressure in periosteum of shoulder,1,1,1,1.0,1.0
toothache one-sided,joints sore,1,1,1,1.0,1.0
toothache one-sided,pains drive out of bed,1,1,1,1.0,1.0
toothache one-sided,stitches in thighs,1,1,1,1.0,1.0
toothache one-sided,unendurable pains in hip joint at night,1,1,1,1.0,1.0
toothache one-sided,tension in knees,1,1,1,1.0,1.0
toothache one-sided,pain in periosteum,1,1,1,1.0,1.0
toothache one-sided,toothache worse from warmth of bed,1,1,1,1.0,1.0
toothache one-sided,numbness of toes,1,1,1,1.0,1.0
toothache one-sided,heaviness of calves,1,1,1,1.0,1.0
toothache one-sided,bruised sensation in back muscles,1,1,1,1.0,1.0
toothache one-sided,sprained pain in thumb,1,1,1,1.0,1.0
toothache one-sided,severe stitches in forearm along bones,1,1,1,1.0,1.0
toothache one-sided,crawling tearing in bones of arm to fingers,1,1,1,1.0,1.0
toothache one-sided,paralytic weakness of thighs,1,1,1,1.0,1.0
toothache one-sided,tearing pains in clavicle region,1,1,1,1.0,1.0
toothache one-sided,violent drawing tearing from left ischium to os calcis,1,1,1,1.0,1.0
toothache one-sided,feet pain worse from motion,1,1,1,1.0,1.0
toothache one-sided,suits nervous excitable women and children,1,1,1,1.0,1.0
toothache one-sided,indescribable pain in thighs on stretching leg,1,1,1,1.0,1.0
toothache one-sided,pains compel walking,1,1,1,1.0,1.0
aching in joints,knee joint much swollen,1,1,1,1.0,1.0
aching in joints,ankle pain after taking cold,1,1,1,1.0,1.0
aching in joints,intermitting fever,1,1,1,1.0,1.0
aching in joints,neck muscles stiff,1,1,1,1.0,1.0
aching in joints,whirling in head like mill wheel,1,1,1,1.0,1.0
aching in joints,ankles swollen,1,1,1,1.0,1.0
aching in joints,inflammatory articular rheumatism,1,1,1,1.0,1.0
aching in joints,violent pains in lateral neck muscles at 4 p.m.,1,1,1,1.0,1.0
aching in joints,acute rheumatic pain in left ankle joint,1,1,1,1.0,1.0
aching in joints,paralysis of limbs,1,1,1,1.0,1.0
aching in joints,aching of limbs,1,1,1,1.0,1.0
aching in joints,profuse sweat with ankle pain,1,1,1,1.0,1.0
aching in joints,cold sweat on hands,1,1,1,1.0,1.0
aching in joints,right wrist painful on motion,1,1,1,1.0,1.0
aching in joints,cutting pain in feet during chill,1,1,1,1.0,1.0
aching in joints,sensitiveness of first dorsal vertebra,1,1,1,1.0,1.0
aching in joints,first three dorsal vertebrae sensitive to touch,1,1,1,1.0,1.0
irritable liver with stitches in liver,sudden stitch in left hip,1,1,1,1.0,1.0
irritable liver with stitches in liver,no relief in any position,1,1,1,1.0,1.0
irritable liver with stitches in liver,flexors of hands painful when grasping anything,1,1,1,1.0,1.0
irritable liver with stitches in liver,gastric complaints with much acidity,1,1,1,1.0,1.0
irritable liver with stitches in liver,gout in feet in acute or chronic conditions,1,1,1,1.0,1.0
irritable liver with stitches in liver,fingers swollen and stiff,1,1,1,1.0,1.0
irritable liver with stitches in liver,soreness up and down spine and neck,1,1,1,1.0,1.0
irritable liver with stitches in liver,marked dyspnoea during damp cloudy weather,1,1,1,1.0,1.0
irritable liver with stitches in liver,dirty greenish-grey or greenish-brown coating on back of tongue,1,1,1,1.0,1.0
irritable liver with stitches in liver,piercing pain only during rest,1,1,1,1.0,1.0
irritable liver with stitches in liver,pain in hip extending to knee,1,1,1,1.0,1.0
irritable liver with stitches in liver,pains in limbs compelling him to change position frequently,1,1,1,1.0,1.0
irritable liver with stitches in liver,constant shifting of position,1,1,1,1.0,1.0
rheumatic pains in right wrist,especially right wrist,1,1,1,1.0,1.0
restlessness of feet at night,paralytic pain from elbows to fingers,1,1,1,1.0,1.0
restlessness of feet at night,fine sensitive pressure in articular ligaments,1,1,1,1.0,1.0
restlessness of feet at night,drawing tearing from knee to ankle,1,1,1,1.0,1.0
restlessness of feet at night,crawling in calves,1,1,1,1.0,1.0
restlessness of feet at night,lassitude in limbs,1,1,1,1.0,1.0
restlessness of feet at night,hip pain after sitting in evening,1,1,1,1.0,1.0
restlessness of feet at night,numbness at night,1,1,1,1.0,1.0
restlessness of feet at night,back pains worse at night,1,1,1,1.0,1.0
restlessness of feet at night,fine sensitive pressure in periosteum of shoulder,1,1,1,1.0,1.0
restlessness of feet at night,joints sore,1,1,1,1.0,1.0
restlessness of feet at night,pains drive out of bed,1,1,1,1.0,1.0
restlessness of feet at night,stitches in thighs,1,1,1,1.0,1.0
restlessness of feet at night,unendurable pains in hip joint at night,1,1,1,1.0,1.0
restlessness of feet at night,tension in knees,1,1,1,1.0,1.0
restlessness of feet at night,pain in periosteum,1,1,1,1.0,1.0
restlessness of feet at night,toothache worse from warmth of bed,1,1,1,1.0,1.0
restlessness of feet at night,numbness of toes,1,1,1,1.0,1.0
restlessness of feet at night,heaviness of calves,1,1,1,1.0,1.0
restlessness of feet at night,bruised sensation in back muscles,1,1,1,1.0,1.0
restlessness of feet at night,sprained pain in thumb,1,1,1,1.0,1.0
restlessness of feet at night,severe stitches in forearm along bones,1,1,1,1.0,1.0
restlessness of feet at night,crawling tearing in bones of arm to fingers,1,1,1,1.0,1.0
restlessness of feet at night,paralytic weakness of thighs,1,1,1,1.0,1.0
restlessness of feet at night,tearing pains in clavicle region,1,1,1,1.0,1.0
restlessness of feet at night,violent drawing tearing from left ischium to os calcis,1,1,1,1.0,1.0
restlessness of feet at night,feet pain worse from motion,1,1,1,1.0,1.0
restlessness of feet at night,suits nervous excitable women and children,1,1,1,1.0,1.0
restlessness of feet at night,indescribable pain in thighs on stretching leg,1,1,1,1.0,1.0
restlessness of feet at night,pains compel walking,1,1,1,1.0,1.0
paralytic pain from elbows to fingers,fine sensitive pressure in articular ligaments,1,1,1,1.0,1.0
paralytic pain from elbows to fingers,drawing tearing from knee to ankle,1,1,1,1.0,1.0
paralytic pain from elbows to fingers,crawling in calves,1,1,1,1.0,1.0
paralytic pain from elbows to fingers,lassitude in limbs,1,1,1,1.0,1.0
paralytic pain from elbows to fingers,hip pain after sitting in evening,1,1,1,1.0,1.0
paralytic pain from elbows to fingers,numbness at night,1,1,1,1.0,1.0
paralytic pain from elbows to fingers,back pains worse at night,1,1,1,1.0,1.0
paralytic pain from elbows to fingers,fine sensitive pressure in periosteum of shoulder,1,1,1,1.0,1.0
paralytic pain from elbows to fingers,joints sore,1,1,1,1.0,1.0
paralytic pain from elbows to fingers,pains drive out of bed,1,1,1,1.0,1.0
paralytic pain from elbows to fingers,stitches in thighs,1,1,1,1.0,1.0
paralytic pain from elbows to fingers,unendurable pains in hip joint at night,1,1,1,1.0,1.0
paralytic pain from elbows to fingers,tension in knees,1,1,1,1.0,1.0
paralytic pain from elbows to fingers,pain in periosteum,1,1,1,1.0,1.0
paralytic pain from elbows to fingers,toothache worse from warmth of bed,1,1,1,1.0,1.0
paralytic pain from elbows to fingers,numbness of toes,1,1,1,1.0,1.0
paralytic pain from elbows to fingers,heaviness of calves,1,1,1,1.0,1.0
paralytic pain from elbows to fingers,bruised sensation in back muscles,1,1,1,1.0,1.0
paralytic pain from elbows to fingers,sprained pain in thumb,1,1,1,1.0,1.0
paralytic pain from elbows to fingers,severe stitches in forearm along bones,1,1,1,1.0,1.0
paralytic pain from elbows to fingers,crawling tearing in bones of arm to fingers,1,1,1,1.0,1.0
paralytic pain from elbows to fingers,paralytic weakness of thighs,1,1,1,1.0,1.0
paralytic pain from elbows to fingers,tearing pains in clavicle region,1,1,1,1.0,1.0
paralytic pain from elbows to fingers,violent drawing tearing from left ischium to os calcis,1,1,1,1.0,1.0
paralytic pain from elbows to fingers,feet pain worse from motion,1,1,1,1.0,1.0
paralytic pain from elbows to fingers,suits nervous excitable women and children,1,1,1,1.0,1.0
paralytic pain from elbows to fingers,indescribable pain in thighs on stretching leg,1,1,1,1.0,1.0
paralytic pain from elbows to fingers,pains compel walking,1,1,1,1.0,1.0
headaches from slightest mental exertion,jerking pains in lower limbs,1,1,1,1.0,1.0
headaches from slightest mental exertion,backache after violent walking,1,1,1,1.0,1.0
headaches from slightest mental exertion,rigidity and drawing in back,1,1,1,1.0,1.0
headaches from slightest mental exertion,intolerable melancholy and apprehension,1,1,1,1.0,1.0
stinging pains in joints,constrictive rheumatic pain in deltoid muscle,1,1,1,1.0,1.0
stinging pains in joints,rheumatic pain on top of head,1,1,1,1.0,1.0
stinging pains in joints,dullness,1,1,1,1.0,1.0
stinging pains in joints,drawing up of leg in sleep,1,1,1,1.0,1.0
stinging pains in joints,pain in shoulders,1,1,1,1.0,1.0
stinging pains in joints,fine sharp stitches in forearm,1,1,1,1.0,1.0
stinging pains in joints,tearing burning pains from neck to left axilla,1,1,1,1.0,1.0
stinging pains in joints,drawing laming pains in muscles,1,1,1,1.0,1.0
stinging pains in joints,jerking of muscles of arms,1,1,1,1.0,1.0
stinging pains in joints,pain in cervical vertebrae,1,1,1,1.0,1.0
stinging pains in joints,rheumatic origin,1,1,1,1.0,1.0
stinging pains in joints,jerking of muscles of thighs,1,1,1,1.0,1.0
compelling to lay pen down when writing,tearing in joints of thumbs,1,1,1,1.0,1.0
compelling to lay pen down when writing,pain in arms at night,1,1,1,1.0,1.0
compelling to lay pen down when writing,rheumatism of lower cervical vertebrae,1,1,1,1.0,1.0
compelling to lay pen down when writing,affects fibrous tissue,1,1,1,1.0,1.0
compelling to lay pen down when writing,pain in elbow joint,1,1,1,1.0,1.0
compelling to lay pen down when writing,contraction painful when moving fingers,1,1,1,1.0,1.0
compelling to lay pen down when writing,worse when weather changes,1,1,1,1.0,1.0
compelling to lay pen down when writing,inflammation of fibrous portion of joints,1,1,1,1.0,1.0
compelling to lay pen down when writing,takes cold easily,1,1,1,1.0,1.0
compelling to lay pen down when writing,knee painful as if too tightly bandaged,1,1,1,1.0,1.0
compelling to lay pen down when writing,violent tearing pain between scapulae,1,1,1,1.0,1.0
compelling to lay pen down when writing,gouty deposits in large joints of fingers,1,1,1,1.0,1.0
compelling to lay pen down when writing,pain on rising from a seat,1,1,1,1.0,1.0
compelling to lay pen down when writing,momentary sharp pain in right shoulder joint,1,1,1,1.0,1.0
compelling to lay pen down when writing,tearing pains in ball of hand,1,1,1,1.0,1.0
compelling to lay pen down when writing,ailments following vaccination,1,1,1,1.0,1.0
compelling to lay pen down when writing,stiffness of nape of neck,1,1,1,1.0,1.0
compelling to lay pen down when writing,effects of suppressed foot sweat,1,1,1,1.0,1.0
compelling to lay pen down when writing,covers head in sleep,1,1,1,1.0,1.0
compelling to lay pen down when writing,lancinating pains in knees,1,1,1,1.0,1.0
prosopalgia,tearing in forearms,1,1,1,1.0,1.0
prosopalgia,stiffness worse on rising from chair,1,1,1,1.0,1.0
prosopalgia,knee pain worse in open air,1,1,1,1.0,1.0
prosopalgia,tendons of knees seem too short,1,1,1,1.0,1.0
prosopalgia,bruised pain in legs in morning,1,1,1,1.0,1.0
prosopalgia,cannot move fingers by will power,1,1,1,1.0,1.0
prosopalgia,stitches in teeth,1,1,1,1.0,1.0
prosopalgia,stitches in sternum from lifting,1,1,1,1.0,1.0
prosopalgia,cracking in knees on walking,1,1,1,1.0,1.0
prosopalgia,paralysis of hands,1,1,1,1.0,1.0
prosopalgia,pinching crampy pain in lumbar region,1,1,1,1.0,1.0
prosopalgia,knee pain better from continual motion,1,1,1,1.0,1.0
prosopalgia,pain in ankle when sitting,1,1,1,1.0,1.0
prosopalgia,stiffness in hollow of knee,1,1,1,1.0,1.0
prosopalgia,drawing pain to ear,1,1,1,1.0,1.0
prosopalgia,swelling of small joints of foot,1,1,1,1.0,1.0
prosopalgia,knee pain worse when sitting,1,1,1,1.0,1.0
prosopalgia,foot pain better by warmth of bed,1,1,1,1.0,1.0
prosopalgia,pain in throat,1,1,1,1.0,1.0
prosopalgia,severe pressive pain in ball of great toe,1,1,1,1.0,1.0
prosopalgia,elbow pain worse from warmth,1,1,1,1.0,1.0
prosopalgia,stitches in sternum from deep breathing,1,1,1,1.0,1.0
prosopalgia,gouty tearing in lower leg,1,1,1,1.0,1.0
prosopalgia,thigh pain worse in open air,1,1,1,1.0,1.0
prosopalgia,tensive pain in hollow of knee,1,1,1,1.0,1.0
prosopalgia,tearing in teeth,1,1,1,1.0,1.0
prosopalgia,bruised pain in os coccyx,1,1,1,1.0,1.0
prosopalgia,aching in hip joints as if dislocated,1,1,1,1.0,1.0
prosopalgia,indurations of finger tendons,1,1,1,1.0,1.0
prosopalgia,weakness in single parts,1,1,1,1.0,1.0
prosopalgia,shoulder pain preventing motion,1,1,1,1.0,1.0
prosopalgia,painful numbness of thumb,1,1,1,1.0,1.0
prosopalgia,gout in hands,1,1,1,1.0,1.0
prosopalgia,tearing in shoulder blades,1,1,1,1.0,1.0
prosopalgia,sprained pain in back,1,1,1,1.0,1.0
fine sensitive pressure in articular ligaments,drawing tearing from knee to ankle,1,1,1,1.0,1.0
fine sensitive pressure in articular ligaments,crawling in calves,1,1,1,1.0,1.0
fine sensitive pressure in articular ligaments,lassitude in limbs,1,1,1,1.0,1.0
fine sensitive pressure in articular ligaments,hip pain after sitting in evening,1,1,1,1.0,1.0
fine sensitive pressure in articular ligaments,numbness at night,1,1,1,1.0,1.0
fine sensitive pressure in articular ligaments,back pains worse at night,1,1,1,1.0,1.0
fine sensitive pressure in articular ligaments,fine sensitive pressure in periosteum of shoulder,1,1,1,1.0,1.0
fine sensitive pressure in articular ligaments,joints sore,1,1,1,1.0,1.0
fine sensitive pressure in articular ligaments,pains drive out of bed,1,1,1,1.0,1.0
fine sensitive pressure in articular ligaments,stitches in thighs,1,1,1,1.0,1.0
fine sensitive pressure in articular ligaments,unendurable pains in hip joint at night,1,1,1,1.0,1.0
fine sensitive pressure in articular ligaments,tension in knees,1,1,1,1.0,1.0
fine sensitive pressure in articular ligaments,pain in periosteum,1,1,1,1.0,1.0
fine sensitive pressure in articular ligaments,toothache worse from warmth of bed,1,1,1,1.0,1.0
fine sensitive pressure in articular ligaments,numbness of toes,1,1,1,1.0,1.0
fine sensitive pressure in articular ligaments,heaviness of calves,1,1,1,1.0,1.0
fine sensitive pressure in articular ligaments,bruised sensation in back muscles,1,1,1,1.0,1.0
fine sensitive pressure in articular ligaments,sprained pain in thumb,1,1,1,1.0,1.0
fine sensitive pressure in articular ligaments,severe stitches in forearm along bones,1,1,1,1.0,1.0
fine sensitive pressure in articular ligaments,crawling tearing in bones of arm to fingers,1,1,1,1.0,1.0
fine sensitive pressure in articular ligaments,paralytic weakness of thighs,1,1,1,1.0,1.0
fine sensitive pressure in articular ligaments,tearing pains in clavicle region,1,1,1,1.0,1.0
fine sensitive pressure in articular ligaments,violent drawing tearing from left ischium to os calcis,1,1,1,1.0,1.0
fine sensitive pressure in articular ligaments,feet pain worse from motion,1,1,1,1.0,1.0
fine sensitive pressure in articular ligaments,suits nervous excitable women and children,1,1,1,1.0,1.0
fine sensitive pressure in articular ligaments,indescribable pain in thighs on stretching leg,1,1,1,1.0,1.0
fine sensitive pressure in articular ligaments,pains compel walking,1,1,1,1.0,1.0
pain in hollow and ball of foot,pressing spot causes pain down thighs to knee,1,1,1,1.0,1.0
pain in hollow and ball of foot,sour eructations,1,1,1,1.0,1.0
pain in hollow and ball of foot,drawing pains in inside of thighs,1,1,1,1.0,1.0
wrists swollen,stiffness of hands,1,1,1,1.0,1.0
wrists swollen,pains heavy,1,1,1,1.0,1.0
wrists swollen,soreness to touch,1,1,1,1.0,1.0
wrists swollen,darting pains in thighs,1,1,1,1.0,1.0
wrists swollen,sharp darting pains in knee joints,1,1,1,1.0,1.0
wrists swollen,sharp lancinating pains in knee joints,1,1,1,1.0,1.0
wrists swollen,much effusion into joints,1,1,1,1.0,1.0
wrists swollen,very painful,1,1,1,1.0,1.0
wrists swollen,excessive dryness of soft palate,1,1,1,1.0,1.0
wrists swollen,redness followed by effusion,1,1,1,1.0,1.0
wrists swollen,rheumatism in triceps,1,1,1,1.0,1.0
wrists swollen,sharp darting pains in elbow,1,1,1,1.0,1.0
wrists swollen,rheumatism of wrist joints,1,1,1,1.0,1.0
wrists swollen,extending to forearm,1,1,1,1.0,1.0
drawing pains extending to pubic region,marked weariness in lumbar region,1,1,1,1.0,1.0
drawing pains extending to pubic region,nervousness so great that music seems to go through bones,1,1,1,1.0,1.0
drawing pains extending to pubic region,fig warts with intense itching,1,1,1,1.0,1.0
drawing pains extending to pubic region,pressing pain in both upper arms near elbow joint,1,1,1,1.0,1.0
drawing pains extending to pubic region,constant pain in small of back,1,1,1,1.0,1.0
drawing pains extending to pubic region,aching pain worse on touch,1,1,1,1.0,1.0
drawing pains extending to pubic region,aching pain in right radius,1,1,1,1.0,1.0
drawing pains extending to pubic region,rheumatism of metatarso-phalangeal joint of great toe,1,1,1,1.0,1.0
drawing pains extending to pubic region,arthritic stinging with swelling of wrist joints,1,1,1,1.0,1.0
drawing pains extending to pubic region,leucorrhea copious,1,1,1,1.0,1.0
drawing pains extending to pubic region,leucorrhea causing itching,1,1,1,1.0,1.0
tearing pain in finger joints,prematurely old patients,1,1,1,1.0,1.0
tearing pain in finger joints,fine lancinations in soles,1,1,1,1.0,1.0
tearing pain in finger joints,sticking in legs,1,1,1,1.0,1.0
tearing pain in finger joints,impatience,1,1,1,1.0,1.0
tearing pain in finger joints,pain in left hip better rest,1,1,1,1.0,1.0
tearing pain in finger joints,hard pressure in right axilla worse motion,1,1,1,1.0,1.0
tearing pain in finger joints,memory loss,1,1,1,1.0,1.0
tearing pain in finger joints,rending in foot joints worse walking,1,1,1,1.0,1.0
tearing pain in finger joints,prostatic fluid discharge,1,1,1,1.0,1.0
tearing pain in finger joints,stitches left side near coccyx,1,1,1,1.0,1.0
tearing in forearms,stiffness worse on rising from chair,1,1,1,1.0,1.0
tearing in forearms,knee pain worse in open air,1,1,1,1.0,1.0
tearing in forearms,tendons of knees seem too short,1,1,1,1.0,1.0
tearing in forearms,bruised pain in legs in morning,1,1,1,1.0,1.0
tearing in forearms,cannot move fingers by will power,1,1,1,1.0,1.0
tearing in forearms,stitches in teeth,1,1,1,1.0,1.0
tearing in forearms,stitches in sternum from lifting,1,1,1,1.0,1.0
tearing in forearms,cracking in knees on walking,1,1,1,1.0,1.0
tearing in forearms,paralysis of hands,1,1,1,1.0,1.0
tearing in forearms,pinching crampy pain in lumbar region,1,1,1,1.0,1.0
tearing in forearms,knee pain better from continual motion,1,1,1,1.0,1.0
tearing in forearms,pain in ankle when sitting,1,1,1,1.0,1.0
tearing in forearms,stiffness in hollow of knee,1,1,1,1.0,1.0
tearing in forearms,drawing pain to ear,1,1,1,1.0,1.0
tearing in forearms,swelling of small joints of foot,1,1,1,1.0,1.0
tearing in forearms,knee pain worse when sitting,1,1,1,1.0,1.0
tearing in forearms,foot pain better by warmth of bed,1,1,1,1.0,1.0
tearing in forearms,pain in throat,1,1,1,1.0,1.0
tearing in forearms,severe pressive pain in ball of great toe,1,1,1,1.0,1.0
tearing in forearms,elbow pain worse from warmth,1,1,1,1.0,1.0
tearing in forearms,stitches in sternum from deep breathing,1,1,1,1.0,1.0
tearing in forearms,gouty tearing in lower leg,1,1,1,1.0,1.0
tearing in forearms,thigh pain worse in open air,1,1,1,1.0,1.0
tearing in forearms,tensive pain in hollow of knee,1,1,1,1.0,1.0
tearing in forearms,tearing in teeth,1,1,1,1.0,1.0
tearing in forearms,bruised pain in os coccyx,1,1,1,1.0,1.0
tearing in forearms,aching in hip joints as if dislocated,1,1,1,1.0,1.0
tearing in forearms,indurations of finger tendons,1,1,1,1.0,1.0
tearing in forearms,weakness in single parts,1,1,1,1.0,1.0
tearing in forearms,shoulder pain preventing motion,1,1,1,1.0,1.0
tearing in forearms,painful numbness of thumb,1,1,1,1.0,1.0
tearing in forearms,gout in hands,1,1,1,1.0,1.0
tearing in forearms,tearing in shoulder blades,1,1,1,1.0,1.0
tearing in forearms,sprained pain in back,1,1,1,1.0,1.0
marked weariness in lumbar region,nervousness so great that music seems to go through bones,1,1,1,1.0,1.0
marked weariness in lumbar region,fig warts with intense itching,1,1,1,1.0,1.0
marked weariness in lumbar region,pressing pain in both upper arms near elbow joint,1,1,1,1.0,1.0
marked weariness in lumbar region,constant pain in small of back,1,1,1,1.0,1.0
marked weariness in lumbar region,aching pain worse on touch,1,1,1,1.0,1.0
marked weariness in lumbar region,aching pain in right radius,1,1,1,1.0,1.0
marked weariness in lumbar region,rheumatism of metatarso-phalangeal joint of great toe,1,1,1,1.0,1.0
marked weariness in lumbar region,arthritic stinging with swelling of wrist joints,1,1,1,1.0,1.0
marked weariness in lumbar region,leucorrhea copious,1,1,1,1.0,1.0
marked weariness in lumbar region,leucorrhea causing itching,1,1,1,1.0,1.0
yellow or dirty brown blotched skin,right knee stiff,1,1,1,1.0,1.0
yellow or dirty brown blotched skin,sense of bearing down in abdomen,1,1,1,1.0,1.0
yellow or dirty brown blotched skin,aching deep as if in bones,1,1,1,1.0,1.0
yellow or dirty brown blotched skin,gouty headache from abdominal plethora,1,1,1,1.0,1.0
yellow or dirty brown blotched skin,pain in small of back with weakness,1,1,1,1.0,1.0
yellow or dirty brown blotched skin,brown spots on chest,1,1,1,1.0,1.0
yellow or dirty brown blotched skin,acute attack of rheumatism in right knee,1,1,1,1.0,1.0
yellow or dirty brown blotched skin,constant pain between shoulders,1,1,1,1.0,1.0
yellow or dirty brown blotched skin,pain as from dislocation in shoulder joint,1,1,1,1.0,1.0
yellow or dirty brown blotched skin,sense of bearing down in pelvis,1,1,1,1.0,1.0
yellow or dirty brown blotched skin,patients fear joints will not bear exertion,1,1,1,1.0,1.0
yellow or dirty brown blotched skin,pain as of a blow of a hammer,1,1,1,1.0,1.0
yellow or dirty brown blotched skin,bruised pain in right hip joint,1,1,1,1.0,1.0
yellow or dirty brown blotched skin,joints of elbows stiff,1,1,1,1.0,1.0
yellow or dirty brown blotched skin,right knee semiflexed,1,1,1,1.0,1.0
yellow or dirty brown blotched skin,pressing in right shoulder blade,1,1,1,1.0,1.0
yellow or dirty brown blotched skin,pain in legs as if beaten,1,1,1,1.0,1.0
drawing tearing from knee to ankle,crawling in calves,1,1,1,1.0,1.0
drawing tearing from knee to ankle,lassitude in limbs,1,1,1,1.0,1.0
drawing tearing from knee to ankle,hip pain after sitting in evening,1,1,1,1.0,1.0
drawing tearing from knee to ankle,numbness at night,1,1,1,1.0,1.0
drawing tearing from knee to ankle,back pains worse at night,1,1,1,1.0,1.0
drawing tearing from knee to ankle,fine sensitive pressure in periosteum of shoulder,1,1,1,1.0,1.0
drawing tearing from knee to ankle,joints sore,1,1,1,1.0,1.0
drawing tearing from knee to ankle,pains drive out of bed,1,1,1,1.0,1.0
drawing tearing from knee to ankle,stitches in thighs,1,1,1,1.0,1.0
drawing tearing from knee to ankle,unendurable pains in hip joint at night,1,1,1,1.0,1.0
drawing tearing from knee to ankle,tension in knees,1,1,1,1.0,1.0
drawing tearing from knee to ankle,pain in periosteum,1,1,1,1.0,1.0
drawing tearing from knee to ankle,toothache worse from warmth of bed,1,1,1,1.0,1.0
drawing tearing from knee to ankle,numbness of toes,1,1,1,1.0,1.0
drawing tearing from knee to ankle,heaviness of calves,1,1,1,1.0,1.0
drawing tearing from knee to ankle,bruised sensation in back muscles,1,1,1,1.0,1.0
drawing tearing from knee to ankle,sprained pain in thumb,1,1,1,1.0,1.0
drawing tearing from knee to ankle,severe stitches in forearm along bones,1,1,1,1.0,1.0
drawing tearing from knee to ankle,crawling tearing in bones of arm to fingers,1,1,1,1.0,1.0
drawing tearing from knee to ankle,paralytic weakness of thighs,1,1,1,1.0,1.0
drawing tearing from knee to ankle,tearing pains in clavicle region,1,1,1,1.0,1.0
